frame_id,obj_type,Prediction,Confidence
2-048_21477_011,CAR,"[71.602234   -1.9447144  -0.79687726  5.159632    2.562832    2.075193
  6.1333723 ]",0.90699154
2-048_21477_011,CAR,"[79.18744     0.98402804 -0.60594994  5.39626     2.5887423   2.0381541
  6.3187838 ]",0.88293904
2-048_21477_011,CAR,"[28.443798   8.493614  -0.3683791  5.1532984  2.4536457  1.9906934
  6.3915052]",0.2045426
2-048_21477_011,CAR,"[11.998214  -4.4393997 -1.491872   5.005822   2.4017398  1.9257178
  3.1359966]",0.11569705
2-048_21486_011,CAR,"[32.544163   2.785099  -1.2499713  5.2504735  2.404996   1.8184634
  6.176553 ]",0.9425694
2-048_21487_011,CAR,"[33.131405   2.8321092 -1.3308564  5.223365   2.3955352  1.7328537
  6.2231154]",0.9270458
2-048_21487_011,CAR,"[28.477137   11.401522   -0.99368906  5.7190633   2.8420005   2.0660636
  3.0241416 ]",0.9166647
2-048_21487_011,CAR,"[ 5.564421  12.2420635 -1.3178705  5.2121763  2.5166514  1.8425193
  3.1499345]",0.78559154
2-048_21488_011,CAR,"[53.05104    3.9710343 -1.2654793  5.2095647  2.5091069  1.8825821
  6.2488847]",0.9282654
2-048_21488_011,CAR,"[17.721516  11.897983  -1.075471   5.564711   2.5618615  2.114933
  6.331901 ]",0.8562261
2-048_21488_011,PEDESTRIAN,"[ 71.40094   -10.110887   -1.5571245   1.9439952   2.0755315   2.1360452
   4.1543217]",0.7655251
2-048_21488_011,PEDESTRIAN,"[46.03857   -9.243941  -1.1324457  1.8717306  1.6691107  1.8954254
  4.401701 ]",0.76538044
2-048_21489_011,CAR,"[13.458349   3.1621435 -1.313672   5.1620836  2.493189   1.9971138
  6.245437 ]",0.9193622
2-048_21489_011,CAR,"[47.871002    7.5770407  -0.81559294  5.258943    2.6451035   1.9311296
  3.1069193 ]",0.7238496
2-048_21489_011,CAR,"[58.712505  11.463069  -0.9350962  5.4640765  2.5972004  2.0503545
  6.331339 ]",0.3115275
2-048_21490_011,CAR,"[31.012384   2.785599  -1.4070641  5.2228055  2.450088   1.8623964
  6.2205725]",0.93090236
2-048_21490_011,CAR,"[72.3563     8.448788  -1.1187091  5.2720165  2.6101115  1.9841126
  2.987797 ]",0.8225494
2-048_21490_011,CAR,"[ 3.0772498  3.7555354 -1.3837066  5.503682   2.4593828  1.9044819
  6.175415 ]",0.8188411
2-048_21490_011,CAR,"[ 6.6831717 -8.950893  -1.8922107  5.798495   2.7039914  2.1130028
  3.064491 ]",0.6374855
2-048_21490_011,CAR,"[12.309295   34.12486    -0.83662015  5.7497506   2.7743418   1.9886959
  2.8353179 ]",0.32687664
2-048_21490_011,CAR,"[ 22.629667  -21.308401   -2.9639223   4.782576    2.2366672   1.7149704
   1.4226631]",0.22190243
2-048_21491_011,CAR,"[33.432186   3.4498558 -1.1498362  5.258336   2.4545336  1.9002187
  6.2442045]",0.9308119
2-048_21491_011,CAR,"[20.443563  11.33846   -1.1086788  5.873272   2.687948   2.126884
  6.225433 ]",0.8777096
2-048_21491_011,CAR,"[33.606647  22.955467  -2.6470115  5.753236   2.67932    2.000602
  2.7282276]",0.4242789
2-048_21491_011,CAR,"[27.397243  -7.7572722 -1.0654244  5.372492   2.4489563  1.8590019
  6.147081 ]",0.32287425
2-048_21492_011,CAR,"[43.975838   2.9165673 -1.0678536  5.2941213  2.4572463  1.9363965
  6.2596474]",0.9264648
2-048_21492_011,CAR,"[68.83668    -9.382591   -0.68685067  5.361993    2.605347    1.8808619
  5.712853  ]",0.5261003
2-048_21492_011,CAR,"[31.103176  17.103565  -1.753575   5.5717587  2.6489334  2.0269775
  2.5117633]",0.30865481
2-048_21492_011,CAR,"[41.58065   15.837397  -1.3584719  5.2898154  2.4757047  1.9854325
  6.3310432]",0.26719633
2-048_21493_011,CAR,"[58.642708   2.6999624 -1.4785022  5.3041935  2.5707     1.8789655
  6.21298  ]",0.91722894
2-048_21493_011,CAR,"[22.279106   2.4960597 -1.4069043  5.2314396  2.4572425  1.9001045
  6.2836924]",0.9058973
2-048_21493_011,CAR,"[78.43568   -1.1199716 -1.5817201  5.4083014  2.697367   1.9350361
  6.186861 ]",0.6890038
2-048_21505_011,CAR,"[58.877274  -1.4186174 -1.0656793  5.1839085  2.435402   2.0043793
  6.211972 ]",0.90539753
2-048_21505_011,CAR,"[37.37567    7.551888  -1.1522348  4.8575644  2.418426   1.798065
  3.0251555]",0.72752076
2-048_21508_011,CAR,"[16.332073   3.123824  -1.2275083  5.243328   2.416253   1.886748
  6.2381988]",0.89377916
2-048_21508_011,CAR,"[70.97613   17.50976   -0.9970125  5.155459   2.563756   1.9090766
  3.2442245]",0.39844736
2-048_21508_011,CAR,"[80.49363    7.5163064 -0.6722914  5.1369615  2.6079524  1.9162433
  2.6428962]",0.3249421
2-048_21508_011,PEDESTRIAN,"[59.370323  39.719444  -1.0957522  1.7142737  1.4903065  1.9114267
  5.2586303]",0.25399366
2-048_21508_011,CAR,"[74.10522   -4.4708276 -1.1169622  5.246334   2.6086621  1.8940194
  3.069521 ]",0.13115187
2-048_21508_011,CAR,"[67.21473   -4.0612273 -1.0440097  5.3778853  2.7359443  1.995469
  2.9715595]",0.11213198
2-048_21508_011,CAR,"[64.45962    6.8961663 -1.0681536  5.3647923  2.5803485  2.0192037
  6.0365157]",0.10955034
2-048_21528_011,CAR,"[ 5.9802265  3.9018261 -1.4462162  5.1952257  2.373985   1.7429783
  6.2370453]",0.9368556
2-048_21528_011,CAR,"[73.63546   -9.487202  -0.8412187  5.312743   2.6171896  2.028859
  6.026993 ]",0.8923102
2-048_21528_011,CAR,"[39.01313   -5.9538465 -1.3093863  5.3921022  2.5825639  1.8780192
  2.5451474]",0.11241863
2-048_21528_011,CAR,"[31.910892  -3.8671865 -1.4490066  5.2152953  2.4514537  1.9119655
  3.1142733]",0.104856595
2-048_21529_011,CAR,"[17.854572   3.389228  -1.3210292  5.2737627  2.3598993  1.878859
  6.215401 ]",0.9189795
2-048_21529_011,CAR,"[12.419931  -5.6213226 -1.3319428  5.5364327  2.4876153  1.8352724
  6.2364593]",0.8817196
2-048_21529_011,CAR,"[41.386703  -6.865679  -1.6174859  5.340822   2.5653071  1.9312118
  6.1511908]",0.8055519
2-048_21529_011,CAR,"[59.95242    9.212853  -0.8564598  5.0488772  2.5167265  1.8864499
  2.999394 ]",0.74390763
2-048_21529_011,CAR,"[36.002438   7.6535716 -1.149598   5.0263515  2.452889   1.8429686
  3.1009297]",0.6451914
2-048_21529_011,PEDESTRIAN,"[32.51817   -8.697563  -1.9825077  1.8665563  1.4623003  1.786106
  3.355179 ]",0.32821697
2-048_21530_011,CAR,"[24.629723   3.091784  -1.4439415  5.409919   2.5238745  1.8597932
  6.2186627]",0.94838685
2-048_21530_011,CAR,"[81.003494   7.458364  -1.1275699  5.31136    2.5975785  1.9402792
  2.973696 ]",0.8762254
2-048_21530_011,CAR,"[ 5.7186866  8.53091   -1.3624399  5.113724   2.501579   1.8249714
  3.1800044]",0.7763709
2-048_21530_011,CAR,"[ 2.0855675 -5.357703  -1.178482   5.794293   2.515285   2.0813615
  6.2161098]",0.68887514
2-048_21530_011,CAR,"[80.41304    2.5078492 -1.0521182  5.4368606  2.714945   1.9274615
  3.1124806]",0.21846467
2-048_21531_011,CAR,"[29.439817   -0.71687585 -1.2022953   5.21852     2.447436    1.8638258
  6.260056  ]",0.9017293
2-048_21531_011,CAR,"[50.58559   -1.4737749 -1.193629   5.2062383  2.5697303  1.9269589
  2.937754 ]",0.45425436
2-048_21531_011,CAR,"[67.21153   -0.9153695 -0.6442716  5.334324   2.6370113  1.9347143
  3.1157324]",0.24676238
2-048_21532_011,CAR,"[33.292793  -0.7453425 -1.1434975  5.258905   2.4260566  1.9512916
  6.189234 ]",0.9211082
2-048_21532_011,CAR,"[54.198353   -0.86921126 -0.9467329   5.420534    2.6209168   2.1333401
  6.316348  ]",0.8710096
2-048_21532_011,CAR,"[43.667393  11.287945  -1.1191465  5.304018   2.6539876  1.9249724
  2.9199295]",0.8229086
2-048_21532_011,CAR,"[69.88455    -0.45954967 -0.5154413   5.653863    2.713253    2.010275
  3.1179187 ]",0.32474092
2-048_21532_011,CAR,"[81.12684   17.439291  -1.0708977  5.3597784  2.6259017  1.9426064
  3.684659 ]",0.3173993
2-048_21532_011,CAR,"[77.9082      9.443937   -0.85928166  5.2143574   2.5973125   1.9468235
  2.755869  ]",0.20745723
2-048_21532_011,CAR,"[77.69684   15.039746  -1.174269   5.4823456  2.6076598  2.004329
  2.9086416]",0.14443573
2-048_21606_011,CAR,"[51.94952    -0.44271746 -1.7778027   5.4864793   2.6122384   1.9263035
  6.254747  ]",0.9636066
2-048_21606_011,CAR,"[ 6.9882455  5.805218  -1.4687549  5.521459   2.5875032  2.0177662
  3.1064844]",0.9441478
2-048_21606_011,CAR,"[40.161743  -2.9855075 -1.524599   5.337654   2.4943316  1.855413
  6.256379 ]",0.9400944
2-048_21606_011,CAR,"[75.60153    -0.97158563 -1.7384641   5.4324784   2.7347736   1.9767988
  6.3235703 ]",0.6586059
2-048_21606_011,PEDESTRIAN,"[ 5.3488855  -7.82421    -0.95749944  3.3274684   1.6915549   2.083784
  3.2790418 ]",0.42837682
2-048_21606_011,CAR,"[61.919807    0.72592485 -1.3966384   5.453185    2.5849285   1.9810566
  2.8975453 ]",0.3490268
2-048_21606_011,CAR,"[77.09796    1.0296059 -1.6055502  5.3809485  2.5779533  1.9723003
  2.6645315]",0.30892444
2-048_21606_011,CAR,"[ 36.451763  -34.710316   -1.0676569   5.267582    2.628259    1.8778324
   2.8925128]",0.30650145
2-048_21606_011,CAR,"[58.491756    0.20952004 -1.4318737   5.530771    2.6389291   2.0293772
  2.61707   ]",0.27616227
2-048_21606_011,CAR,"[68.50606    1.9605926 -1.6984564  5.65756    2.5859125  2.057253
  6.270618 ]",0.118323766
2-048_21607_011,CAR,"[32.64205    4.7454405 -1.1244185  5.4776044  2.4601169  2.0363653
  6.3130965]",0.9261931
2-048_21607_011,CAR,"[74.686104   7.1312313 -0.9422749  5.542705   2.6468558  2.1248682
  6.367062 ]",0.92258286
2-048_21607_011,CAR,"[56.11613    6.4543657 -1.0636239  5.3075757  2.537749   2.0501628
  6.286645 ]",0.8084938
2-048_21607_011,PEDESTRIAN,"[ 9.326699   -3.011613   -0.88024956  3.2478118   1.6301575   2.11577
  3.4998546 ]",0.6743265
2-048_21607_011,CAR,"[35.27173   25.115944  -0.4667756  4.8974905  2.6568637  1.8365716
  1.5991659]",0.60680366
2-048_21607_011,CAR,"[ 46.88327   -29.090416   -2.0397897   5.600531    2.695474    2.001149
   2.4090505]",0.3032859
2-048_21608_011,CAR,"[18.363235   3.208652  -1.0141945  5.5285263  2.4845726  2.0549731
  6.268886 ]",0.93736804
2-048_21608_011,CAR,"[41.89259   -9.780129  -1.4711765  5.416289   2.4661362  1.7988642
  6.0263896]",0.9333588
2-048_21608_011,CAR,"[41.45723    4.165754  -1.055573   5.230927   2.4499955  1.9337618
  6.2684383]",0.92371035
2-048_21608_011,CAR,"[ 18.413816  -11.645523   -1.4126638   5.051238    2.2749953   1.7959486
   4.9180946]",0.8981808
2-048_21608_011,CAR,"[ 30.259165  -12.638244   -1.2549578   5.350088    2.464054    1.962092
   4.750614 ]",0.8959438
2-048_21608_011,CAR,"[62.090157    1.8727446  -0.87569267  5.6442184   2.479178    2.0636916
  6.332842  ]",0.83106995
2-048_21608_011,CAR,"[ 15.4916725  -13.744141    -0.99318224   5.121285     2.0463715
   1.9373013    4.8492393 ]",0.605886
2-048_21608_011,CAR,"[ 43.652737   -23.615192    -0.88621014   5.5170345    2.6135843
   1.955473     2.7284532 ]",0.42115292
2-048_21608_011,CAR,"[ 43.149754  -14.748737   -0.4681981   5.171536    2.535468    1.8752208
   4.27954  ]",0.3308171
2-048_21608_011,CAR,"[ 74.04819   -28.316006   -1.2864543   5.402138    2.6627305   1.989511
   2.7552722]",0.28206596
2-048_21608_011,CAR,"[30.756561   6.342883  -1.222674   5.5192094  2.6780512  1.925231
  3.2559106]",0.14188358
2-048_21609_011,CAR,"[26.315002   3.0057373 -0.9798253  5.4060254  2.438121   1.9913381
  6.2316585]",0.9219278
2-048_21609_011,CAR,"[50.807293   2.5607257 -0.7267083  5.530947   2.5485423  2.0877795
  6.218577 ]",0.9118084
2-048_21609_011,CAR,"[50.404724  -0.9624152 -0.8324935  5.8886976  2.5329776  2.1255755
  6.247575 ]",0.9092055
2-048_21609_011,CAR,"[16.05266   -7.2142086 -1.0228236  5.3897896  2.4628434  1.9966199
  6.1658964]",0.90661424
2-048_21609_011,CAR,"[  7.4973116 -15.828883   -1.1765215   5.5815687   2.525522    1.941066
   5.4040704]",0.8617912
2-048_21609_011,CAR,"[ 34.227184  -11.452024   -0.8610074   5.374661    2.800236    2.0074067
   1.6125839]",0.8461277
2-048_21609_011,CAR,"[10.111173  26.310423  -1.4551667  5.2157545  2.3742294  1.8423823
  1.4426461]",0.7863561
2-048_21609_011,CAR,"[43.13349   13.203622  -1.2396759  4.9720473  2.5125306  1.8936324
  3.1257982]",0.7776417
2-048_21609_011,CAR,"[ 7.0292306 24.981129  -1.5089774  5.2458262  2.3200078  1.8594635
  1.5596886]",0.72076017
2-048_21609_011,CAR,"[ 26.353645   -11.460768    -0.12050636   4.7049775    2.3572094
   1.8384953    1.5380093 ]",0.6941233
2-048_21609_011,CAR,"[ 1.5073506 -5.917802  -1.1663417  5.6946383  2.610329   2.020046
  2.7247093]",0.56879884
2-048_21609_011,CAR,"[  6.6551795  -22.617817    -0.81881714   5.7982645    2.7996795
   2.0410073    2.4144146 ]",0.41302976
2-048_21609_011,CAR,"[55.439793    4.2216225  -0.79993516  5.2518406   2.5897331   1.9727947
  5.9769998 ]",0.3386092
2-048_21609_011,CAR,"[ 12.776718   -18.507055    -0.51807475   5.397394     2.573806
   2.037787     5.707185  ]",0.32586876
2-048_21609_011,PEDESTRIAN,"[  7.847518  -12.427037   -1.30735     1.1024245   1.0212642   1.6398451
   4.4007792]",0.31474385
2-048_21609_011,CAR,"[ 1.1586771 -8.904347  -1.2583728  5.345829   2.4748359  1.954879
  6.0441556]",0.30058298
2-048_21609_011,CAR,"[ 11.404835   -10.637991    -0.81247354   5.611989     2.6800413
   2.006886     2.5959325 ]",0.23268788
2-048_21609_011,CAR,"[ 0.19207396 25.640272   -1.4184577   5.3438087   2.522801    1.8862042
  5.3327956 ]",0.21069947
2-048_21609_011,CAR,"[ 3.7927823 25.554157  -1.2698984  4.947475   2.086742   2.0157592
  1.6513822]",0.18112324
2-048_21609_011,CAR,"[ 5.6556377 30.730991  -1.6865702  5.216961   2.5206559  1.8705627
  2.9883502]",0.14608464
2-048_21609_011,CAR,"[35.47542    25.315565   -0.38399443  5.0973806   2.5283537   1.834611
  1.1775265 ]",0.11507679
2-048_21610_011,CAR,"[45.809036   1.5550392 -1.308637   5.314514   2.5523522  1.9992077
  6.245643 ]",0.9504783
2-048_21610_011,CAR,"[25.790445  -0.8042223 -1.1612141  5.7655163  2.65981    2.1401062
  6.2481904]",0.94629425
2-048_21610_011,CAR,"[68.815125   1.4901291 -1.0835233  5.4568825  2.6276062  2.02349
  3.0208483]",0.80513436
2-048_21610_011,CAR,"[46.46555   33.732418  -1.1158574  5.182219   2.7459583  1.8703336
  3.0866537]",0.7480052
2-048_21610_011,CAR,"[ 52.55159    -13.7481165   -0.15558398   5.383418     2.6392565
   1.9857486    6.1567507 ]",0.6345912
2-048_21610_011,CAR,"[ 44.244656   -34.60359     -0.68878305   5.4893622    2.7496767
   1.8808578    2.4178946 ]",0.55385953
2-048_21610_011,CAR,"[ 44.758472   -13.774643    -0.20979118   5.322864     2.614399
   2.013795     6.130557  ]",0.40027046
2-048_21610_011,CAR,"[70.22099   20.984343  -2.8942869  4.7697754  2.2247398  1.8029947
  1.3781713]",0.23029557
2-048_21610_011,CAR,"[ 72.37096    -39.607895    -0.18186465   5.374859     2.6320534
   1.7757106    1.356986  ]",0.2028514
2-048_21610_011,CAR,"[ 72.705956  -35.183186   -0.4395618   5.0306177   2.5480757   1.7987926
   4.8439984]",0.16034949
2-048_21610_011,CAR,"[ 0.72321045 36.30558    -1.3417377   5.5149326   2.5360544   1.9010642
  6.452401  ]",0.16022207
2-048_21610_011,PEDESTRIAN,"[68.51414    5.07373   -1.135456   1.3143628  1.0649595  1.8449445
  3.6906433]",0.12995908
2-048_21611_011,CAR,"[22.963398   -0.39118466 -1.1932281   5.822435    2.7132893   2.1390736
  6.236969  ]",0.95532644
2-048_21611_011,CAR,"[20.667595   6.418988  -1.1374532  5.726878   2.782459   2.0641346
  3.1111193]",0.9344554
2-048_21611_011,CAR,"[10.230196   3.1710582 -1.4705782  5.454372   2.528381   1.8585128
  6.2824984]",0.91989547
2-048_21611_011,CAR,"[51.325264   2.126305  -1.366765   5.399221   2.555287   2.0144336
  6.186208 ]",0.91409874
2-048_21611_011,CAR,"[ 38.73964   -10.707083   -1.1051049   5.3952813   2.6319294   2.0322382
   5.8025565]",0.8695153
2-048_21611_011,CAR,"[72.465      8.858876  -1.5856333  5.29819    2.5513432  1.9950111
  3.0716686]",0.82369274
2-048_21611_011,CAR,"[ 29.62601   -12.521653   -1.3452368   4.9726954   2.307644    1.6435252
   4.5582066]",0.774395
2-048_21611_011,CAR,"[76.640434   2.0001464 -1.0494273  5.303178   2.5707033  2.0555446
  6.1957455]",0.7409889
2-048_21611_011,CAR,"[65.93452   -9.9851675 -0.901174   5.2008963  2.404402   1.9799396
  4.8930535]",0.7379216
2-048_21611_011,PEDESTRIAN,"[48.65138    -8.938055   -1.300944    1.1002468   0.92843527  1.7424732
  3.6096644 ]",0.27791348
2-048_21612_011,CAR,"[25.251337   -0.18632296 -1.1023066   5.917643    2.6037567   2.1405025
  6.25239   ]",0.9449458
2-048_21612_011,CAR,"[36.93877    2.3765059 -1.3460609  5.2290173  2.5106173  1.9712546
  6.2300587]",0.9170273
2-048_21612_011,CAR,"[42.90424    7.300422  -1.437357   5.4703217  2.6038716  2.0168993
  3.122477 ]",0.89086485
2-048_21612_011,CAR,"[ 4.28091    3.3033886 -1.2369435  5.196367   2.3969207  1.9509616
  6.204776 ]",0.88907295
2-048_21612_011,CAR,"[61.79432    1.8474112 -1.4373951  5.2876015  2.4831724  1.9083929
  6.1462917]",0.8448834
2-048_21612_011,CAR,"[ 67.02329   -14.619048   -0.5638184   5.167576    2.6137972   1.8703841
   3.0710523]",0.5003908
2-048_21612_011,CAR,"[ 0.83944714 33.53679    -0.3742573   4.9298744   2.3141608   1.8868747
  2.132636  ]",0.3701789
2-048_21612_011,CAR,"[34.801296   30.481176   -0.31433207  5.4085646   2.6915488   1.8800644
  1.9933139 ]",0.1008634
2-048_21617_011,CAR,"[28.570435   2.4511108 -1.2489067  5.235548   2.4351652  1.8684665
  6.202755 ]",0.9264279
2-048_21617_011,CAR,"[76.250015  -5.8110995 -1.0102141  5.333459   2.5233023  2.0723403
  6.0587854]",0.9260602
2-048_21617_011,CAR,"[73.365746   1.3796605 -1.1363655  5.2413516  2.5592089  1.9416513
  2.9930823]",0.3648448
2-048_21617_011,CAR,"[51.854008  -4.870916  -1.3620872  5.3292937  2.6603513  1.9905756
  2.439071 ]",0.33643827
2-048_21617_011,CAR,"[ 50.404797  -16.382029   -1.0405657   5.315432    2.4722793   1.9118166
   6.1557546]",0.23841915
2-048_21617_011,CAR,"[57.21197   -5.15635   -1.1640009  5.1282353  2.5287797  1.9374001
  3.0790324]",0.17397088
2-048_21617_011,CAR,"[54.611385  -9.906826  -1.1405628  5.31589    2.5087192  2.1197743
  5.9454083]",0.14033042
2-048_21618_011,CAR,"[33.50523   -5.961941  -1.0993803  5.492201   2.6033769  2.0768037
  6.220086 ]",0.95521694
2-048_21618_011,CAR,"[33.579174   1.3529845 -1.2442402  5.2629285  2.477207   1.8744216
  6.1061344]",0.93765336
2-048_21618_011,CAR,"[ 74.740204  -11.390068   -0.7720331   5.5329003   2.7885246   2.0175345
   3.0014615]",0.41590798
2-048_21618_011,CAR,"[58.222538   1.6510626 -0.8357316  4.9516287  2.4903708  1.8114424
  5.7412586]",0.14845905
2-048_21619_011,CAR,"[54.902527  -0.9659603 -1.3055823  5.3050685  2.538515   1.8434529
  6.3804417]",0.93028283
2-048_21619_011,CAR,"[77.10963    5.403043  -1.1143745  5.1353917  2.546834   1.9112074
  2.9758518]",0.59948194
2-048_21619_011,CAR,"[76.03193   -7.0346107 -1.2635019  5.4190907  2.6238863  1.9647841
  3.5431063]",0.36427698
2-048_21619_011,CAR,"[61.67118   17.331102  -1.1465334  5.300749   2.6502285  1.9341491
  2.734766 ]",0.34568352
2-048_21619_011,CAR,"[80.8926     8.34983   -1.1020138  5.38886    2.6427557  1.959929
  2.9053257]",0.2555066
2-048_21619_011,CAR,"[ 25.196856  -16.661983   -0.6839564   5.422366    2.5277705   2.0028994
   6.0982113]",0.15725905
2-048_21620_011,CAR,"[39.34181   -4.3565907 -1.5162295  5.4154844  2.4971604  1.8680848
  6.266342 ]",0.93741614
2-048_21620_011,CAR,"[17.537086   5.914779  -1.25088    5.2961025  2.5437484  1.9551367
  3.1182046]",0.93111295
2-048_21620_011,CAR,"[75.597015  -8.704123  -0.4883906  5.2476745  2.6034195  2.068393
  6.1096497]",0.7132445
2-048_21620_011,CAR,"[ 0.52041054  9.510837   -1.4195687   5.401668    2.5279677   1.8484195
  6.1790204 ]",0.6199585
2-048_21620_011,CAR,"[54.84331   17.18722   -0.8863097  5.321802   2.6313064  1.9175906
  2.4510543]",0.4860321
2-048_21621_011,CAR,"[21.349817  -3.8006551 -1.4397457  5.3300667  2.4526076  1.7685894
  6.2479124]",0.95752716
2-048_21621_011,CAR,"[18.452887   6.731203  -1.3373003  5.4576902  2.6208265  1.9835759
  3.11398  ]",0.9277441
2-048_21621_011,CAR,"[59.822998   6.5186353 -1.4209373  5.270818   2.5808592  1.9292339
  3.1379194]",0.88079435
2-048_21621_011,CAR,"[22.67234   10.378228  -1.4305673  5.346448   2.648714   2.0092044
  3.124779 ]",0.8640861
2-048_21621_011,PEDESTRIAN,"[ 55.581432  -12.041438   -1.4923147   1.758012    1.9613991   2.0765557
   4.1713843]",0.6907569
2-048_21621_011,CAR,"[60.907154   3.133689  -1.5753002  5.2513294  2.4763024  2.0307083
  6.31675  ]",0.43686816
2-048_21621_011,CAR,"[69.84188   -3.3385587 -1.8124646  5.547896   2.65924    1.9793266
  6.165854 ]",0.15028611
2-048_21622_011,CAR,"[69.007286   -0.51043177 -0.6711426   5.4350677   2.7709694   1.8907083
  3.0002203 ]",0.83059454
2-048_21622_011,CAR,"[ 0.81340116 -3.6906345  -1.3936036   5.323035    2.4573562   1.7899781
  6.2610335 ]",0.68871146
2-048_21636_011,CAR,"[31.949863   2.4816184 -1.2726797  5.128777   2.4371464  1.7653078
  6.263338 ]",0.92562866
2-048_21636_011,CAR,"[59.458534    5.2519894  -0.88236356  5.2689476   2.547289    1.9872978
  6.2326097 ]",0.90707296
2-048_21636_011,CAR,"[ 21.878025   -11.305893    -0.95243436   5.2822275    2.6616917
   1.9713403    4.9308863 ]",0.9062663
2-048_21636_011,CAR,"[ 10.565103  -11.002666   -0.9351196   5.199945    2.4649813   1.9935453
   5.0049734]",0.8594901
2-048_21636_011,CAR,"[ 2.0618572  3.5809386 -1.2668461  5.6736326  2.496761   1.9714484
  6.224723 ]",0.8222977
2-048_21636_011,CAR,"[  2.572947  -10.215685   -1.0238662   5.067402    2.2841284   1.9871334
   4.9830003]",0.70308393
2-048_21636_011,CAR,"[53.755135  27.378242  -0.2632645  5.1391416  2.769084   1.7199649
  4.748721 ]",0.66169304
2-048_21636_011,CAR,"[ 26.995358  -11.707216   -0.9384286   5.0919776   2.1691062   1.9543978
   4.889298 ]",0.61375195
2-048_21636_011,PEDESTRIAN,"[75.34734   15.360797  -1.0541272  1.8680861  1.6623682  1.870878
  4.451275 ]",0.3301538
2-048_21636_011,CAR,"[39.875797  23.274015  -1.4283826  5.464769   2.7167044  1.9808397
  2.882596 ]",0.14650479
2-048_21637_011,CAR,"[15.234557  16.416779  -1.4553057  5.7552996  2.617391   2.040098
  3.1282756]",0.94270146
2-048_21637_011,CAR,"[34.807026   1.8714186 -1.2286811  5.1923633  2.3858314  1.8163469
  6.234563 ]",0.89113003
2-048_21637_011,CAR,"[ 5.4101653  3.2938213 -1.4755039  5.4351745  2.4882667  1.8406855
  6.2571387]",0.88453555
2-048_21637_011,CAR,"[ 26.138023   -14.290842    -0.35311392   5.1407866    2.5498013
   1.8477225    4.8178153 ]",0.8554858
2-048_21637_011,CAR,"[ 38.359898  -14.896659   -0.4038767   4.6045394   2.269918    2.0202777
   6.125488 ]",0.8098089
2-048_21637_011,CAR,"[ 17.942303   -13.237225    -0.41512626   5.3941565    2.5990963
   1.9134225    1.642164  ]",0.36586902
2-048_21637_011,CAR,"[79.602684   5.4191413 -1.1720756  5.1853166  2.5161655  2.0248222
  6.120229 ]",0.18661296
2-048_21637_011,CAR,"[71.0409     6.538075  -1.3053287  5.410388   2.600163   1.990748
  3.367633 ]",0.15780541
2-048_21637_011,CAR,"[67.34584    3.958305  -0.7323274  5.567051   2.7151434  2.0839343
  3.292929 ]",0.10697105
2-048_21642_011,CAR,"[13.082902   3.5011625 -1.4595823  5.450122   2.399341   1.8315835
  6.274064 ]",0.94816595
2-048_21642_011,CAR,"[26.871292  13.630016  -1.5931067  5.552089   2.596852   1.9741632
  3.1654332]",0.32158712
2-048_21642_011,CAR,"[36.721375  10.395522  -0.9929005  5.3485723  2.506337   1.9584575
  6.2991366]",0.15634699
2-048_21643_011,CAR,"[26.539366    3.3159146  -0.94156855  5.337526    2.3786492   2.0128868
  6.253488  ]",0.9118411
2-048_21643_011,CAR,"[25.076874  16.68154   -1.3438002  5.399058   2.5536354  1.949817
  2.8930492]",0.68690777
2-048_21643_011,CAR,"[80.75722   -2.4741304 -1.1359427  5.0096474  2.4898973  1.7639872
  3.1749144]",0.12003639
2-048_21644_011,CAR,"[ 4.5769167  3.9793935 -1.5067102  5.475249   2.4471314  1.7403847
  6.2606153]",0.8885584
2-048_21644_011,CAR,"[69.71474   14.677626  -0.7541083  5.502295   2.7349732  2.0060158
  3.5300934]",0.44842958
2-048_21644_011,CAR,"[58.564434    3.7401595  -0.91357625  5.384214    2.6467583   1.9390262
  3.1816537 ]",0.20973252
2-048_21669_011,CAR,"[12.060703   2.990911  -1.3770441  5.440621   2.4151459  1.8195809
  6.2081394]",0.9221588
2-048_21669_011,CAR,"[ 5.3533726  8.480626  -1.2373323  5.103419   2.4824266  1.8444638
  3.0862594]",0.7407909
2-048_21670_011,CAR,"[11.339599   3.4913247 -1.4176227  5.4534154  2.475499   1.7295004
  6.240714 ]",0.92557335
2-048_21670_011,CAR,"[ 42.313686   -29.230799    -0.98777825   4.975592     2.4046648
   1.8066919    4.894272  ]",0.8807744
2-048_21670_011,CAR,"[13.749222  12.378204  -1.3376101  5.390175   2.615605   1.956243
  3.063015 ]",0.77365714
2-048_21670_011,CAR,"[45.982063  11.548236  -1.3764559  5.382208   2.5541608  1.892517
  3.051979 ]",0.72569245
2-048_21670_011,CAR,"[ 66.00747    -35.9514      -0.17565057   5.7062984    2.6477902
   1.8652493    1.2804158 ]",0.5699441
2-048_21670_011,CAR,"[ 50.365364   -28.111418    -0.97384113   5.112345     2.6361675
   1.9642226    1.7831795 ]",0.1260345
2-048_21672_011,CAR,"[26.066072   3.774854  -1.2593944  5.2182326  2.594989   2.0481868
  6.293743 ]",0.95340973
2-048_21672_011,CAR,"[80.48318   -6.94346   -1.5505588  5.1388936  2.547644   1.8769307
  6.3490887]",0.85395914
